0,1,2,3,4,5,6,7,8,9,10,11
0.43091273,0.42140788,0.5111371,0.7056583,0.77662957,0.39576748,0.39014095,0.37687325,0.39320648,0.42936274,0.443083,0.42588633
0.30378592,0.3092004,0.43561572,0.66455615,0.7427067,0.32446975,0.33872914,0.2948481,0.27561513,0.29710594,0.36269987,0.32517308
0.37721545,0.37899438,0.448386,0.6796859,0.779417,0.37163654,0.40049973,0.3691905,0.3450816,0.36423478,0.41738337,0.3934498
0.4394452,0.43154854,0.54033226,0.84753036,0.7168421,0.40698463,0.44922462,0.4072718,0.40675408,0.43062085,0.46821117,0.44286877
0.47792485,0.4665532,0.55843085,0.74715316,0.7226284,0.40861842,0.4502788,0.39145672,0.38930282,0.42870554,0.50809246,0.47389132
0.37587267,0.36179078,0.4641916,0.5937117,0.6557206,0.32598683,0.38980854,0.344176,0.32673195,0.35497588,0.45133206,0.41182232
0.4312772,0.3903147,0.43121487,0.57827556,0.66207117,0.35163826,0.40710834,0.361215,0.34737659,0.3838831,0.49501812,0.4604223
0.39800814,0.372418,0.47477725,0.6509815,0.6768388,0.3483337,0.39811534,0.34129396,0.3099104,0.35124123,0.44684887,0.41689923
0.3522324,0.35255596,0.52864665,0.6931646,0.657475,0.33244285,0.39647764,0.32908604,0.2811114,0.32048845,0.42125517,0.37857166
0.37066543,0.3682293,0.48384184,0.64455736,0.6598589,0.36249265,0.45880514,0.3910762,0.35640162,0.38087013,0.44909775,0.39389303
0.37258366,0.3708,0.46613985,0.6307793,0.6578884,0.35208586,0.45404473,0.38905066,0.35950378,0.37878022,0.4511686,0.38967916
0.3510166,0.35444695,0.45923236,0.6608312,0.70512336,0.33193085,0.3875186,0.34143332,0.310487,0.32556453,0.40928504,0.36521357
0.32703385,0.34529623,0.46381444,0.6860084,0.7083946,0.3194984,0.3678249,0.29994673,0.25998643,0.28600633,0.37210733,0.33536348
0.33542562,0.32180393,0.4558634,0.6669469,0.7034433,0.35607305,0.42664307,0.3647173,0.3064487,0.33324698,0.38966304,0.36198422
0.42123637,0.3931508,0.477895,0.60517526,0.6498327,0.3783162,0.4841574,0.40541622,0.35046715,0.36372277,0.4485629,0.42181504
0.37898973,0.36558962,0.4407274,0.6034058,0.6567035,0.38145274,0.46813598,0.44655055,0.349279,0.32986775,0.4016336,0.41517776
0.42545447,0.42388088,0.4221027,0.5651111,0.87020504,0.5484079,0.38729203,0.39168394,0.34803656,0.37246743,0.4085139,0.4400925
0.31202888,0.31806332,0.48773873,0.6842864,0.71510595,0.33776116,0.3867796,0.34146965,0.3044853,0.3052441,0.36317694,0.33073616
0.30947724,0.30089462,0.46426877,0.6627545,0.70127475,0.32571363,0.35451272,0.30946472,0.28402877,0.29502517,0.3737668,0.3401235
0.39563438,0.36289507,0.48587433,0.67058086,0.7055741,0.40525162,0.43161666,0.33244553,0.28851584,0.3454821,0.43805802,0.41240436
0.43923125,0.40384874,0.4956722,0.6610186,0.6983272,0.44473293,0.47192752,0.36084136,0.3266202,0.37060112,0.49048164,0.46868905
0.39850044,0.38843006,0.4893896,0.6727159,0.70572305,0.40246373,0.44835243,0.3447565,0.31895742,0.35944694,0.45379457,0.41969642
0.41505435,0.41229928,0.50591904,0.68521094,0.72591853,0.3792535,0.44043428,0.36242938,0.33302668,0.3752865,0.4293635,0.41388574
0.4096323,0.41900834,0.51606613,0.7061196,0.7696408,0.40343568,0.40496358,0.36950055,0.36525494,0.39647195,0.46172023,0.42086977
0.41551942,0.39311108,0.5189448,0.6741909,0.6901102,0.36990246,0.44058272,0.36612728,0.3397819,0.3818807,0.46357524,0.44681934
0.42328605,0.42809987,0.49731556,0.66310906,0.7400268,0.3755278,0.39164817,0.33610463,0.32564914,0.34820205,0.41008922,0.40167138
0.35446298,0.34552175,0.43107712,0.6180254,0.7370615,0.35361198,0.40801266,0.37302896,0.34463817,0.3654409,0.41720718,0.37702584
0.39970583,0.72871876,0.9426882,0.5332542,0.31212893,0.234442,0.21133175,0.18004514,0.20151864,0.22597085,0.23143542,0.22212504
0.38414252,0.7491275,0.9371961,0.51466954,0.28806633,0.21147183,0.17718174,0.14855574,0.16012517,0.19089583,0.19294256,0.19038658
0.40829626,0.74415225,0.94515145,0.51327014,0.2918694,0.22533011,0.19755113,0.17088324,0.19958013,0.19387233,0.1959559,0.20772767
0.18402122,0.43655992,0.7714311,0.9448755,0.4611401,0.2564957,0.20385945,0.18120399,0.15780957,0.18597919,0.1735466,0.16808228
0.34196067,0.6958638,0.96439517,0.5461034,0.27060154,0.19131124,0.17189434,0.14588335,0.1697406,0.16811812,0.15908329,0.1691702
0.3466146,0.7022022,0.96684575,0.5167664,0.25117332,0.17563327,0.15691832,0.13471936,0.15159298,0.14405276,0.13304545,0.15091987
0.32685137,0.695311,0.96864057,0.5391109,0.26454923,0.1900902,0.16992539,0.1445571,0.17417812,0.16751592,0.14948212,0.14817134
0.34911364,0.7047122,0.9617404,0.5551264,0.2953849,0.21470822,0.1908317,0.16772735,0.20545538,0.19918758,0.17608924,0.16982204
0.40256172,0.7404323,0.95456415,0.5163809,0.29595527,0.22670773,0.20589462,0.18834218,0.22993377,0.21332896,0.18617888,0.18563607
0.41131473,0.7426839,0.9605002,0.5164926,0.3287003,0.2675186,0.24621113,0.2229889,0.2790019,0.259303,0.22831956,0.21127059
0.34899312,0.695557,0.96739733,0.57465607,0.33286038,0.2599314,0.23917438,0.20572351,0.24618715,0.24286991,0.22348896,0.20232235
0.32884085,0.67415595,0.96681714,0.60032594,0.3385027,0.2518954,0.22898011,0.20733266,0.25471666,0.25155094,0.22825448,0.20099011
0.37833983,0.7523723,0.93446463,0.5021531,0.2728235,0.20826888,0.17382826,0.14370063,0.15288378,0.18042192,0.17762911,0.17846878
0.39520943,0.743115,0.936014,0.49051926,0.2626664,0.21812017,0.20822851,0.17515829,0.19335537,0.20337337,0.20494641,0.19863456
0.39579415,0.7250762,0.9464773,0.51811254,0.29378527,0.24734928,0.24150886,0.2008115,0.22207265,0.22887254,0.22847794,0.21223778
0.20387042,0.43068463,0.74529684,0.94426095,0.47478262,0.28504667,0.24685413,0.22852013,0.18562408,0.20368043,0.20703,0.19994318
0.20072772,0.4186819,0.7338663,0.95275253,0.5132808,0.3099686,0.24537525,0.237279,0.20221008,0.2302389,0.22788446,0.20746717
0.36153856,0.6946106,0.96382433,0.58265144,0.38288033,0.2972658,0.25299194,0.20412706,0.23050965,0.2479339,0.22809204,0.19682133
0.3695998,0.7196768,0.9571039,0.5490531,0.34580615,0.27801025,0.22436745,0.17971244,0.20706457,0.21803786,0.20834577,0.19843481
0.40332222,0.7423833,0.9425593,0.507508,0.28420207,0.21912292,0.19548355,0.17229362,0.2068668,0.2023859,0.1990247,0.20622253
0.84437084,0.7245525,0.64865994,0.57955873,0.7431415,0.70011383,0.78347486,0.63303596,0.66570103,0.579124,0.46605718,0.50064844
0.6561193,0.93114173,0.63412315,0.54469335,0.6034965,0.7286471,0.72321403,0.80154127,0.57421577,0.6525991,0.50918335,0.4358906
0.69275624,0.92818075,0.62176895,0.5886517,0.70082474,0.7645637,0.74093646,0.7823267,0.6075315,0.68243885,0.5661113,0.48969156
0.8853791,0.84427816,0.60038924,0.71462715,0.8101251,0.80886346,0.7741162,0.69006366,0.6514305,0.6308047,0.5359549,0.55815214
0.7888283,0.9187339,0.58357686,0.57562333,0.7421125,0.7301991,0.78616136,0.7263839,0.49530253,0.5783438,0.46850115,0.48945838
0.8360662,0.9082642,0.60329545,0.5817765,0.72400385,0.6964799,0.7929879,0.7436251,0.46401602,0.52476054,0.46057108,0.5240574
0.8294706,0.83374137,0.63154167,0.64803493,0.69884753,0.64033383,0.74372244,0.54300565,0.4516819,0.47443268,0.41588834,0.5331468
0.6286327,0.66889286,0.517974,0.4924186,0.39805242,0.46384156,0.7968246,0.52420086,0.70926934,0.6278219,0.34577966,0.27821124
0.51457435,0.744278,0.51645195,0.50565207,0.35341614,0.35543302,0.79082257,0.56016403,0.7325145,0.7240267,0.32549825,0.23145865
0.41848168,0.5200785,0.44002604,0.42108437,0.24769132,0.42759445,0.94651395,0.77516985,0.7393186,0.40267208,0.20102105,0.21634692
0.23768601,0.38771674,0.44934735,0.43271855,0.3855451,0.23721248,0.5635379,0.9772038,0.7389474,0.5977485,0.33626658,0.18319742
0.2556713,0.3468261,0.35085487,0.33991018,0.2893466,0.20017955,0.59428847,0.9966881,0.67554355,0.42388254,0.28502497,0.16257079
0.35922235,0.42972508,0.3292826,0.29175568,0.25446483,0.25893137,0.8660159,0.97283316,0.62658036,0.37272996,0.25754526,0.19204159
0.43111935,0.68716836,0.45454767,0.46822035,0.26684928,0.27347255,0.83755916,0.64616686,0.80988014,0.5836625,0.2475038,0.20311028
0.36265644,0.61362064,0.4987938,0.5199663,0.3085837,0.2736221,0.80292094,0.75596434,0.8505183,0.5482938,0.23028834,0.17306025
0.41119966,0.55210716,0.59440875,0.5248207,0.2633385,0.32643428,0.8374394,0.74487466,0.84395665,0.36885127,0.16877095,0.16225883
0.40861404,0.55502856,0.608478,0.5098281,0.2732657,0.35575795,0.85850084,0.75248677,0.7838528,0.3114863,0.14872451,0.16709092
0.37227944,0.61935335,0.608428,0.5682613,0.3715049,0.3766211,0.8928524,0.8313571,0.7110132,0.4348559,0.22562078,0.1628537
0.3560962,0.6189803,0.5735015,0.51227427,0.39078662,0.38438195,0.91540414,0.8554954,0.6518215,0.44707537,0.25319132,0.15708786
0.34093717,0.62217826,0.54083616,0.44355607,0.37864926,0.33323875,0.843909,0.88275677,0.6796376,0.46868834,0.27642092,0.1665439
0.3398352,0.6157714,0.48057768,0.4129939,0.33868018,0.27689242,0.7626462,0.920157,0.7475069,0.54912674,0.2972403,0.18278298
0.2952291,0.52613175,0.4211254,0.3713673,0.3478399,0.4050873,0.93212926,0.3067352,0.29067296,0.31701013,0.26946583,0.1168355
0.21651891,0.420217,0.38874266,0.22315146,0.20430622,0.3310069,0.98393035,0.2696412,0.23662536,0.2524608,0.22968218,0.07947734
0.55132043,0.6140821,0.62613136,0.4749905,0.50641835,0.5752232,0.8534345,0.86861056,0.6360021,0.47157478,0.53370905,0.42454952
0.53680986,0.62376946,0.6235739,0.5654484,0.43286923,0.6496325,0.6860017,0.77893156,0.6899758,0.568708,0.6729013,0.59881294
0.5254987,0.6582551,0.85620975,0.44219565,0.3753776,0.50071996,0.5815628,0.6334472,0.60775024,0.54694724,0.5132309,0.4125446
0.37417594,0.6856749,0.9069056,0.8828757,0.33701664,0.422137,0.480748,0.6735025,0.5966433,0.5369917,0.38756287,0.3309855
0.5566823,0.7585001,0.93809825,0.39723438,0.4397604,0.5188416,0.63556576,0.6035132,0.60698634,0.5497924,0.44505468,0.38510886
0.44883233,0.5980843,0.7756169,0.82221967,0.388151,0.4589099,0.5110793,0.5824795,0.6330491,0.8293725,0.7492738,0.5282668
0.4953287,0.6013445,0.7468842,0.7944374,0.45868987,0.42559713,0.448918,0.5352795,0.6158155,0.9031436,0.7541701,0.60991305
