0,1,2,3,4,5,6,7,8,9,10,11
0.5234844,0.4960923,0.38504505,0.3635334,0.42008537,0.53224987,0.5649712,0.47255304,0.39443406,0.35205567,0.35140294,0.34188464
0.5131533,0.37559897,0.3878525,0.45476145,0.4577137,0.3804872,0.36165142,0.3933227,0.54886603,0.8949662,0.8306294,0.6612804
0.56199217,0.5300741,0.46337956,0.5366979,0.62834775,0.59375095,0.5939854,0.51021415,0.6168101,0.74864984,0.7737997,0.6877383
0.7428842,0.6451015,0.51598954,0.56590766,0.656846,0.6632775,0.6214089,0.5319618,0.6393455,0.66272247,0.726735,0.7190696
0.7771343,0.79948974,0.59641254,0.4778687,0.5685065,0.63283515,0.60962754,0.4938598,0.65191346,0.59759104,0.7158366,0.6726245
0.7459608,0.6525622,0.50591016,0.46250796,0.49138355,0.5228952,0.49579793,0.5399698,0.6370583,0.7168394,0.73351514,0.7852243
0.2641692,0.2632994,0.29540417,0.20664895,0.17401595,0.15827248,0.12959006,0.12629373,0.14469631,0.19592656,0.17736475,0.22427781
0.78092426,0.758721,0.682654,0.52017,0.47237858,0.48543215,0.3695842,0.2673363,0.28296196,0.4188315,0.5087059,0.61817074
0.696627,0.72307974,0.66016823,0.5412853,0.4970784,0.48362732,0.4096191,0.33000538,0.3795109,0.5739377,0.630942,0.6266124
0.7292914,0.77564174,0.8107881,0.5895206,0.5295177,0.49069297,0.43664294,0.32957366,0.3430763,0.4383133,0.6151686,0.46998128
0.64102626,0.73938024,0.8145509,0.59174645,0.5766503,0.47130325,0.4552114,0.35313317,0.36724675,0.44089168,0.5609867,0.4643519
0.7322486,0.5967066,0.5380591,0.47780675,0.42623633,0.40305623,0.32984522,0.35214677,0.66542786,0.7924352,0.6493148,0.67233825
0.6581323,0.63067245,0.52365047,0.51426023,0.4246474,0.3712323,0.3205695,0.26293188,0.36260217,0.7660438,0.7576893,0.619186
0.67937547,0.59796983,0.5970979,0.5323534,0.41665345,0.4195363,0.3474494,0.31699264,0.72013384,0.8219185,0.7194132,0.64567804
0.70574814,0.668161,0.6000475,0.5705649,0.44046262,0.48430166,0.48860443,0.38116235,0.74044764,0.8594096,0.6994114,0.6562631
0.5787942,0.55391496,0.51508015,0.50800353,0.41009772,0.3789713,0.47218353,0.3578158,0.49803722,0.9187504,0.68150055,0.658206
0.6094085,0.6474981,0.5962023,0.49295965,0.3950292,0.34236044,0.39375266,0.31072867,0.34860346,0.78595155,0.73164356,0.69006836
0.70704454,0.8176417,0.6622782,0.5038299,0.43420854,0.48905358,0.3991095,0.31660345,0.4692788,0.6276514,0.58171886,0.5540414
0.7096168,0.8059876,0.8412694,0.6168878,0.5340835,0.55041546,0.49151346,0.35194725,0.33569673,0.4767649,0.5551977,0.46835926
0.39619502,0.4658718,0.48920083,0.38674247,0.3787006,0.36400115,0.35986868,0.3020328,0.27894425,0.38516143,0.34729996,0.34279263
0.22157577,0.17393732,0.12613943,0.14396805,0.14453658,0.15173289,0.11949918,0.11408183,0.17103903,0.31043825,0.2591755,0.21231112
0.6443946,0.5665028,0.3824233,0.33643305,0.35654366,0.39340714,0.34579605,0.34668648,0.4706205,0.64374596,0.63491505,0.6721013
0.28586262,0.2802199,0.31937638,0.56854343,0.87093586,0.3167909,0.36281294,0.25002584,0.25287396,0.2890839,0.3678318,0.6948458
0.27898952,0.30260685,0.51258814,0.8814183,0.31645793,0.34173223,0.22543973,0.20069739,0.21021932,0.2699732,0.7232668,0.2853896
0.68696123,0.6911257,0.7811161,0.7405743,0.63969916,0.6326902,0.61884147,0.6634182,0.72603565,0.86960244,0.78642416,0.71716136
0.6505279,0.69865626,0.7676718,0.69172645,0.60235375,0.5977189,0.61679834,0.6542634,0.75810134,0.88400394,0.77137834,0.6806199
0.6488907,0.75540674,0.7577846,0.6475447,0.6113305,0.62076133,0.654753,0.7119694,0.85335636,0.81230074,0.70955074,0.6705348
0.6392971,0.7321063,0.77666044,0.6695932,0.60025406,0.6065625,0.6272703,0.6825065,0.84711874,0.87192416,0.7175657,0.6494271
0.66096526,0.65980566,0.7823762,0.75969756,0.6373525,0.61842734,0.62109596,0.6310409,0.6806117,0.8500539,0.78532505,0.69812554
0.6824079,0.67628694,0.7753616,0.755727,0.65469134,0.6386293,0.62795997,0.6400412,0.688321,0.8335969,0.769438,0.7105339
0.69816834,0.6954575,0.77156854,0.7508466,0.6563608,0.6281921,0.62969536,0.66197234,0.7165803,0.84314424,0.8000468,0.74311936
0.68465924,0.6625846,0.7625389,0.7683957,0.65573615,0.62168616,0.6356834,0.6735064,0.726741,0.83087474,0.77840656,0.72957355
0.22450896,0.23588465,0.2256358,0.26448998,0.2989944,0.2947098,0.25782946,0.25248408,0.22872125,0.24650246,0.24435656,0.21955255
0.21879688,0.18708122,0.15842144,0.500508,0.88827336,0.3188436,0.20876703,0.18296818,0.23537108,0.45626214,0.23158167,0.24130255
0.16067414,0.20003322,0.21948527,0.37421978,0.90226084,0.51715404,0.20128815,0.18362263,0.19396803,0.32873976,0.24542677,0.12658629
0.1539714,0.18291824,0.22906673,0.5432397,0.8824262,0.3615231,0.20361911,0.24337599,0.28390038,0.38703117,0.28207517,0.1384022
0.2696394,0.25335726,0.34048605,0.2924768,0.2744491,0.27166557,0.30859277,0.2867455,0.31549063,0.33189088,0.351635,0.4289617
0.55426794,0.58509886,0.6732788,0.7311171,0.66792655,0.45656502,0.43920496,0.43114728,0.44365242,0.5015308,0.5521734,0.5446747
0.6002581,0.6095385,0.6775169,0.71298903,0.59234154,0.49347073,0.50020665,0.45152247,0.48696265,0.53403646,0.615039,0.60012066
0.6227522,0.69617724,0.7058901,0.5993506,0.5637321,0.528189,0.51486367,0.52409303,0.54842234,0.5419516,0.5103699,0.5597205
0.52669805,0.62505597,0.7235289,0.6550555,0.48966676,0.48503134,0.4908553,0.46915334,0.4472999,0.47231185,0.49002928,0.47836062
0.31474334,0.24290457,0.20269068,0.1710192,0.20536593,0.35818863,0.3978246,0.57505375,0.48120973,0.35038608,0.4901848,0.47636074
0.55165803,0.32330137,0.28992805,0.31037274,0.40150976,0.4224632,0.39489233,0.59814376,0.49112436,0.38820124,0.49259993,0.73258126
0.44144523,0.33385605,0.2682379,0.34175897,0.51776916,0.6369689,0.6430245,0.6222494,0.47915247,0.51077783,0.5797428,0.54224473
0.414809,0.31768218,0.20533623,0.22638069,0.32883826,0.5150896,0.53639024,0.5956037,0.48288018,0.2678449,0.31380036,0.368163
0.40519372,0.49487683,0.55443245,0.70651555,0.74553525,0.52264047,0.39071333,0.2660455,0.24320567,0.2467401,0.29667866,0.38158903
0.56038487,0.64019275,0.7089335,0.80419,0.77873635,0.627767,0.6523056,0.594158,0.49591586,0.43442795,0.48995602,0.581341
