,0
0,dog_bark
1,dog_bark
2,dog_bark
3,children_playing
4,children_playing
5,children_playing
6,children_playing
7,children_playing
8,children_playing
9,children_playing
10,children_playing
11,dog_bark
12,dog_bark
13,dog_bark
14,engine_idling
15,engine_idling
16,engine_idling
17,drilling
18,drilling
19,drilling
20,drilling
21,drilling
22,drilling
23,drilling
24,drilling
25,drilling
26,drilling
27,street_music
28,street_music
29,street_music
30,street_music
31,street_music
32,street_music
33,dog_bark
34,dog_bark
35,dog_bark
36,dog_bark
37,street_music
38,street_music
39,street_music
40,street_music
41,street_music
42,street_music
43,gun_shot
44,engine_idling
45,engine_idling
46,engine_idling
47,engine_idling
48,engine_idling
49,engine_idling
50,engine_idling
51,engine_idling
52,engine_idling
53,engine_idling
54,engine_idling
55,engine_idling
56,engine_idling
57,engine_idling
58,engine_idling
59,engine_idling
60,engine_idling
61,engine_idling
62,engine_idling
63,engine_idling
64,engine_idling
65,engine_idling
66,engine_idling
67,street_music
68,street_music
69,street_music
70,street_music
71,street_music
72,street_music
73,children_playing
74,children_playing
75,children_playing
76,children_playing
77,children_playing
78,dog_bark
79,dog_bark
80,dog_bark
81,dog_bark
82,dog_bark
83,air_conditioner
84,air_conditioner
85,air_conditioner
86,air_conditioner
87,air_conditioner
88,air_conditioner
89,air_conditioner
90,air_conditioner
91,air_conditioner
92,air_conditioner
93,street_music
94,street_music
95,street_music
96,street_music
97,street_music
98,street_music
99,siren
100,siren
101,siren
102,siren
103,siren
104,siren
105,siren
106,siren
107,siren
108,siren
109,siren
110,siren
111,siren
112,siren
113,siren
114,siren
115,siren
116,siren
117,siren
118,dog_bark
119,dog_bark
120,car_horn
121,car_horn
122,car_horn
123,car_horn
124,car_horn
125,car_horn
126,car_horn
127,car_horn
128,car_horn
129,dog_bark
130,dog_bark
131,dog_bark
132,children_playing
133,children_playing
134,children_playing
135,children_playing
136,children_playing
137,children_playing
138,children_playing
139,jackhammer
140,jackhammer
141,jackhammer
142,jackhammer
143,jackhammer
144,jackhammer
145,jackhammer
146,jackhammer
147,jackhammer
148,jackhammer
149,jackhammer
150,jackhammer
151,jackhammer
152,jackhammer
153,jackhammer
154,jackhammer
155,jackhammer
156,jackhammer
157,jackhammer
158,jackhammer
159,jackhammer
160,jackhammer
161,jackhammer
162,street_music
163,street_music
164,street_music
165,street_music
166,street_music
167,street_music
168,children_playing
169,children_playing
170,children_playing
171,children_playing
172,children_playing
173,children_playing
174,children_playing
175,children_playing
176,gun_shot
177,gun_shot
178,gun_shot
179,siren
180,siren
181,siren
182,siren
183,siren
184,siren
185,siren
186,siren
187,siren
188,siren
189,siren
190,siren
191,gun_shot
192,gun_shot
193,gun_shot
194,gun_shot
195,gun_shot
196,gun_shot
197,gun_shot
198,gun_shot
199,gun_shot
200,gun_shot
201,gun_shot
202,gun_shot
203,gun_shot
204,gun_shot
205,gun_shot
206,gun_shot
207,gun_shot
208,gun_shot
209,gun_shot
210,gun_shot
211,children_playing
212,children_playing
213,children_playing
214,children_playing
215,children_playing
216,children_playing
217,children_playing
218,drilling
219,drilling
220,drilling
221,drilling
222,car_horn
223,car_horn
224,car_horn
225,car_horn
226,car_horn
227,dog_bark
228,dog_bark
229,dog_bark
230,dog_bark
231,gun_shot
232,gun_shot
233,gun_shot
234,gun_shot
235,gun_shot
236,gun_shot
237,gun_shot
238,gun_shot
239,street_music
240,street_music
241,street_music
242,street_music
243,street_music
244,street_music
245,street_music
246,street_music
247,street_music
248,street_music
249,street_music
250,street_music
251,dog_bark
252,dog_bark
253,dog_bark
254,dog_bark
255,dog_bark
256,dog_bark
257,dog_bark
258,dog_bark
259,dog_bark
260,gun_shot
261,gun_shot
262,gun_shot
263,gun_shot
264,gun_shot
265,gun_shot
266,gun_shot
267,gun_shot
268,gun_shot
269,dog_bark
270,dog_bark
271,dog_bark
272,dog_bark
273,dog_bark
274,dog_bark
275,dog_bark
276,dog_bark
277,dog_bark
278,dog_bark
279,dog_bark
280,dog_bark
281,gun_shot
282,gun_shot
283,gun_shot
284,car_horn
285,car_horn
286,dog_bark
287,dog_bark
288,drilling
289,drilling
290,dog_bark
291,dog_bark
292,dog_bark
293,drilling
294,drilling
295,drilling
296,drilling
297,drilling
298,drilling
299,drilling
300,drilling
301,drilling
302,drilling
303,drilling
304,drilling
305,drilling
306,drilling
307,drilling
308,drilling
309,drilling
310,drilling
311,drilling
312,drilling
313,drilling
314,drilling
315,drilling
316,drilling
317,drilling
318,drilling
319,drilling
320,drilling
321,drilling
322,drilling
323,drilling
324,drilling
325,drilling
326,drilling
327,children_playing
328,children_playing
329,children_playing
330,children_playing
331,children_playing
332,children_playing
333,children_playing
334,car_horn
335,dog_bark
336,dog_bark
337,dog_bark
338,dog_bark
339,drilling
340,car_horn
341,car_horn
342,air_conditioner
343,air_conditioner
344,air_conditioner
345,air_conditioner
346,air_conditioner
