,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
0,-421.2201843261719,85.2887954711914,28.294160842895508,2.621643543243408,-13.181736946105957,0.722892701625824,1.1512746810913086,-8.122461318969727,-9.273735046386719,-4.73956298828125,-7.19840145111084,-3.7779622077941895,2.0165936946868896,-3.9635009765625,0.1626013219356537,3.4525206089019775,0.43466681241989136,2.930302858352661,4.612185001373291,3.862001895904541,3.201932668685913,0.725689172744751,-3.424027442932129,-2.3101909160614014,-0.671576738357544,-2.040363311767578,-2.038590431213379,-3.405789375305176,-3.4990341663360596,-0.9151068925857544,-1.1749184131622314,-2.700132369995117,-0.3507888615131378,-0.12394241243600845,-0.30871614813804626,0.3775244355201721,-0.9075081944465637,-0.2549732029438019,-1.7384161949157715,-1.2073767185211182,0.5439936518669128,0.45125091075897217,0.4276885986328125,0.4297042489051819,0.4478485584259033,0.45875611901283264,0.46295732259750366,0.46651196479797363,0.4926203191280365,0.5656644701957703,0.5779097676277161,0.6062401533126831,16.711204717158097,10.847082402000872,15.076943156069172,16.020889617499694,18.298235714554693,16.950841119564018,43.90872737188575,0.02603600543478261
1,-395.1141662597656,116.3168716430664,43.765785217285156,4.355260848999023,-22.950523376464844,-2.2789762020111084,-0.7585896849632263,-16.064006805419922,-18.608301162719727,-13.992377281188965,-15.670114517211914,-6.071549415588379,2.9505934715270996,-4.485441207885742,2.6768715381622314,4.530575752258301,-4.174598217010498,-4.340599536895752,-4.804457664489746,-2.663609504699707,3.6275129318237305,2.0909981727600098,-3.813307046890259,-1.1526254415512085,1.1247968673706055,-0.5758225321769714,-1.0496083498001099,-3.1425249576568604,-3.1730716228485107,0.8123355507850647,-0.38793882727622986,-5.048006534576416,-1.6266520023345947,-1.3032073974609375,-1.028367280960083,0.4708825945854187,-2.959822177886963,-1.4395136833190918,-2.282193899154663,-1.1551202535629272,0.3635554611682892,0.43120744824409485,0.49495556950569153,0.4487266540527344,0.4061950743198395,0.3935805559158325,0.4219387471675873,0.4168354868888855,0.40595105290412903,0.4399550259113312,0.44972318410873413,0.39228585362434387,18.36307033856751,12.546554091782024,15.01280192639186,16.682585100540955,21.105250161319894,19.97911329772622,46.89705288553764,0.02367951766304348
2,-437.91595458984375,66.94352722167969,16.555070877075195,5.233065128326416,-2.329754114151001,5.860127925872803,1.7281538248062134,-4.259747505187988,-3.848379373550415,-0.7739875912666321,-1.622556447982788,0.18934006989002228,4.770182132720947,1.2827539443969727,0.14196328818798065,1.07455313205719,-0.24919554591178894,1.5812655687332153,3.944202184677124,2.6455931663513184,1.3094199895858765,-1.1685596704483032,-2.5280065536499023,-0.3667902946472168,0.7519790530204773,0.3682461082935333,-1.1561827659606934,-3.074608325958252,-2.674863338470459,-0.8085171580314636,-1.0425946712493896,-1.0154446363449097,0.9891063570976257,1.14254629611969,0.40764960646629333,-0.1666010320186615,-0.859933614730835,-0.6376180648803711,-1.6576519012451172,-1.6392254829406738,0.6020907163619995,0.5646888017654419,0.5625522136688232,0.5796782374382019,0.6109610199928284,0.6286436915397644,0.5796147584915161,0.5316566228866577,0.4926932156085968,0.5316103100776672,0.5843445658683777,0.6388236284255981,15.846631031792858,9.560808925417387,12.49861553929633,13.789097246801875,16.178786202928283,15.827820021960745,42.303617733098775,0.032687952898550726
3,-537.6240844726562,59.329261779785156,-18.453956604003906,0.40018266439437866,-12.256880760192871,6.895666122436523,-10.622502326965332,7.134243488311768,-4.692759990692139,3.1827785968780518,2.56913423538208,0.7462885975837708,3.033911943435669,5.2676897048950195,2.7534291744232178,0.13069157302379608,3.2947683334350586,-2.443355083465576,1.1737706661224365,-1.8897974491119385,0.8592814803123474,-2.0538930892944336,1.862943172454834,-1.147689700126648,-0.7326926589012146,-0.09990645945072174,-0.21066977083683014,0.3627873957157135,0.2660357356071472,1.2129502296447754,-0.3588406443595886,2.4474868774414062,-1.9560810327529907,0.44090908765792847,-1.3843995332717896,0.5855698585510254,-0.6017868518829346,-0.8645821213722229,-0.8969026207923889,-0.16134358942508698,0.18529681861400604,0.2245595008134842,0.23077744245529175,0.19787710905075073,0.17714521288871765,0.19499078392982483,0.1743769496679306,0.13525985181331635,0.16550366580486298,0.14874161779880524,0.12727761268615723,0.13867226243019104,13.041173125240222,12.399252070521396,15.106437603459472,14.97549107135515,15.500407134350162,18.352222459635318,23.88328458133288,0.03209635416666667
4,-514.0081787109375,94.9853744506836,14.371119499206543,22.656768798828125,-2.3119773864746094,1.896572470664978,-3.193754196166992,0.2520187497138977,0.9810959100723267,2.4054677486419678,2.2800955772399902,1.6754153966903687,-0.3727470934391022,-0.4525424540042877,0.390107661485672,3.750532865524292,5.090606689453125,3.528160333633423,3.6831119060516357,3.152848958969116,4.937623977661133,4.192062854766846,3.698824882507324,2.656747817993164,2.4435436725616455,1.8464051485061646,0.5997445583343506,0.640714704990387,0.4664319157600403,0.5857679843902588,-0.13558173179626465,0.23217454552650452,0.3263722062110901,0.6106773018836975,0.5707340836524963,1.0303082466125488,0.507106602191925,0.16074463725090027,0.6426002979278564,0.3640882670879364,0.3943180739879608,0.3752501904964447,0.35344576835632324,0.35301074385643005,0.3777080476284027,0.4232407808303833,0.4266705811023712,0.46282637119293213,0.44191882014274597,0.44497445225715637,0.46848294138908386,0.4255026578903198,10.902814477439225,8.601080855380959,10.915736528758991,13.43778711661723,11.78784658647045,12.054432510890889,18.750244070393588,0.017150701992753623
5,-419.7334289550781,102.87503051757812,33.7454948425293,37.74031066894531,12.706277847290039,14.524516105651855,5.266852378845215,4.578006267547607,0.0379561148583889,-1.2018166780471802,-3.9154212474823,-3.7422447204589844,-5.152728080749512,-3.802527666091919,-3.438096523284912,-0.18421095609664917,2.049739122390747,5.5625224113464355,6.634401321411133,7.300734519958496,5.136051654815674,3.218980073928833,0.3611896336078644,0.41514286398887634,-0.057060662657022476,-0.1548212617635727,-1.6024874448776245,-2.5215373039245605,-3.422306776046753,-2.850680112838745,-1.7344681024551392,0.7165586352348328,2.1726505756378174,3.6766903400421143,4.000833034515381,3.857884645462036,1.9575810432434082,-0.18354570865631104,-2.112429618835449,-3.2358288764953613,0.4304100573062897,0.3942701816558838,0.4142305254936218,0.43243178725242615,0.44487056136131287,0.43870094418525696,0.37469539046287537,0.3617265820503235,0.3959852159023285,0.5103174448013306,0.8342244625091553,0.7354220747947693,12.020999263571682,7.907929099591823,17.0533426132061,14.133119293294769,12.499754108085872,13.273940996074295,15.242616507243657,0.04945793704710145
6,-404.5509033203125,111.35552215576172,24.866485595703125,27.024213790893555,5.655853748321533,10.4024658203125,3.137079954147339,2.113717794418335,-4.461923122406006,-4.8865556716918945,-3.6204278469085693,0.1728944182395935,0.07451565563678741,1.8524012565612793,0.748295247554779,3.2697455883026123,5.429237365722656,9.529019355773926,9.434088706970215,6.977682590484619,3.5301811695098877,0.9969800114631653,-2.155902624130249,-2.5165462493896484,-2.6096484661102295,-2.6174869537353516,-3.8266170024871826,-3.791914463043213,-5.0162858963012695,-5.128164291381836,-4.233282089233398,-1.0893946886062622,1.5529899597167969,2.632380485534668,1.5397862195968628,0.7691023349761963,-0.7080313563346863,-1.826546549797058,-2.1495916843414307,-1.9975005388259888,0.41950294375419617,0.30219677090644836,0.25460192561149597,0.24086447060108185,0.28428736329078674,0.3439287543296814,0.39386242628097534,0.47658491134643555,0.4623600244522095,0.4756063222885132,0.6686708331108093,0.6686663031578064,11.697198447350901,9.892630477464168,16.67054743235208,14.06899980431599,13.932463307421731,13.776972671955182,15.264855826058922,0.048729053442028984
7,-420.22247314453125,93.38459777832031,16.679752349853516,26.039554595947266,6.877137184143066,11.948073387145996,3.9542653560638428,3.886556386947632,0.38346317410469055,0.5696804523468018,-0.03118440881371498,1.8164161443710327,1.2595109939575195,2.7930309772491455,2.9210686683654785,5.199185371398926,5.374969482421875,8.01069450378418,8.035443305969238,7.2929816246032715,3.281888961791992,-0.23140373826026917,-2.5846946239471436,-2.667449712753296,-2.821094512939453,-2.2764647006988525,-3.1279969215393066,-3.6342101097106934,-4.974748611450195,-4.2376484870910645,-2.1601457595825195,1.0985729694366455,3.2924227714538574,3.844250202178955,2.9539108276367188,2.1919546127319336,0.7265169620513916,-0.47969722747802734,-1.4363247156143188,-2.354644536972046,0.5659418702125549,0.4147064685821533,0.38807204365730286,0.381503164768219,0.3765339255332947,0.3502441644668579,0.33124807476997375,0.3762443959712982,0.4277138411998749,0.4902462363243103,0.6994183659553528,0.8219805955886841,10.709213242235574,8.871752461313042,15.474896884409368,13.770382459736615,13.257108395316491,13.656724665431323,15.308651869464027,0.07259397644927536
8,-423.9778137207031,89.32789611816406,14.725591659545898,25.422727584838867,6.795909881591797,11.734107971191406,4.785040855407715,5.204267501831055,1.8775126934051514,1.7107106447219849,0.1067335456609726,2.0858776569366455,1.8165857791900635,3.232170343399048,2.5948469638824463,5.2643256187438965,6.112465858459473,8.378883361816406,7.54353141784668,6.26075553894043,2.5661990642547607,-0.6020395159721375,-2.883760690689087,-2.5232760906219482,-2.5318901538848877,-2.1366820335388184,-3.7194464206695557,-4.436341762542725,-5.469088077545166,-4.4894328117370605,-2.158179759979248,0.6849597096443176,2.6449785232543945,3.5641584396362305,3.1779637336730957,2.861048936843872,1.6362724304199219,0.14283743500709534,-1.5193736553192139,-2.592085838317871,0.6474464535713196,0.4247363209724426,0.3837660253047943,0.3854406476020813,0.3995862305164337,0.4063280522823334,0.37555617094039917,0.3876209557056427,0.426322340965271,0.4748108386993408,0.6297013163566589,0.8507387638092041,10.906909354516953,8.969021607906376,15.086598174560333,14.015757110163506,13.056377474575832,13.568495017196039,15.279811040977602,0.0776466259057971
9,-208.6558837890625,133.28265380859375,-41.96352767944336,47.67710494995117,-19.832937240600586,10.23563003540039,-9.561506271362305,13.03647232055664,-10.910489082336426,12.837261199951172,-6.399815082550049,2.902388334274292,-5.804490089416504,4.207355499267578,-2.3441059589385986,1.4129416942596436,5.194159984588623,0.907458484172821,1.0103877782821655,-4.99681282043457,-0.9436789751052856,-5.281553745269775,-1.2234379053115845,1.3340513706207275,3.400843620300293,0.36157333850860596,-0.8592403531074524,4.30184268951416,-6.652738094329834,3.5020503997802734,-1.7375516891479492,2.2708749771118164,-2.053292751312256,-2.5940515995025635,-1.3965920209884644,3.8432929515838623,-0.04649246856570244,-1.7644617557525635,-0.953108012676239,-1.8124799728393555,0.7184510231018066,0.7379328608512878,0.691281795501709,0.6366221904754639,0.5868262648582458,0.5978949666023254,0.5398699641227722,0.49803873896598816,0.462293803691864,0.5715034604072571,0.7695828080177307,0.7035188674926758,11.96699510733735,7.57940459322729,10.396645731211674,13.985225969206658,12.771534496770443,14.521060982673687,53.801629308058665,0.09819265172101449
