,0
0,air_conditioner
1,air_conditioner
2,air_conditioner
3,air_conditioner
4,air_conditioner
5,air_conditioner
6,air_conditioner
7,air_conditioner
8,air_conditioner
9,air_conditioner
10,air_conditioner
11,air_conditioner
12,air_conditioner
13,air_conditioner
14,air_conditioner
15,air_conditioner
16,air_conditioner
17,air_conditioner
18,air_conditioner
19,air_conditioner
20,air_conditioner
21,air_conditioner
22,air_conditioner
23,air_conditioner
24,air_conditioner
25,air_conditioner
26,air_conditioner
27,engine_idling
28,engine_idling
29,engine_idling
30,engine_idling
31,engine_idling
32,engine_idling
33,engine_idling
34,engine_idling
35,engine_idling
36,engine_idling
37,engine_idling
38,engine_idling
39,engine_idling
40,engine_idling
41,engine_idling
42,engine_idling
43,engine_idling
44,engine_idling
45,engine_idling
46,engine_idling
47,jackhammer
48,jackhammer
49,jackhammer
50,jackhammer
51,jackhammer
52,jackhammer
53,jackhammer
54,jackhammer
55,jackhammer
56,jackhammer
57,jackhammer
58,jackhammer
59,jackhammer
60,jackhammer
61,jackhammer
62,jackhammer
63,jackhammer
64,jackhammer
65,jackhammer
66,jackhammer
67,jackhammer
68,jackhammer
69,jackhammer
70,jackhammer
71,jackhammer
72,jackhammer
73,jackhammer
74,jackhammer
75,jackhammer
76,jackhammer
77,jackhammer
78,jackhammer
79,jackhammer
80,jackhammer
81,jackhammer
82,jackhammer
83,jackhammer
84,jackhammer
85,jackhammer
86,jackhammer
87,jackhammer
88,jackhammer
89,jackhammer
90,jackhammer
91,jackhammer
92,jackhammer
93,jackhammer
94,jackhammer
95,jackhammer
96,jackhammer
97,dog_bark
98,dog_bark
99,dog_bark
100,dog_bark
101,gun_shot
102,dog_bark
103,dog_bark
104,dog_bark
105,dog_bark
106,dog_bark
107,dog_bark
108,dog_bark
109,engine_idling
110,engine_idling
111,engine_idling
112,engine_idling
113,engine_idling
114,engine_idling
115,engine_idling
116,jackhammer
117,jackhammer
118,jackhammer
119,jackhammer
120,jackhammer
121,jackhammer
122,jackhammer
123,drilling
124,drilling
125,drilling
126,engine_idling
127,engine_idling
128,engine_idling
129,children_playing
130,children_playing
131,children_playing
132,children_playing
133,children_playing
134,children_playing
135,children_playing
136,children_playing
137,gun_shot
138,gun_shot
139,gun_shot
140,gun_shot
141,gun_shot
142,gun_shot
143,gun_shot
144,gun_shot
145,gun_shot
146,gun_shot
147,dog_bark
148,dog_bark
149,dog_bark
150,drilling
151,drilling
152,drilling
153,drilling
154,drilling
155,drilling
156,drilling
157,drilling
158,drilling
159,drilling
160,drilling
161,car_horn
162,drilling
163,drilling
164,drilling
165,drilling
166,drilling
167,drilling
168,drilling
169,drilling
170,street_music
171,street_music
172,street_music
173,street_music
174,street_music
175,street_music
176,street_music
177,street_music
178,street_music
179,street_music
180,street_music
181,street_music
182,street_music
183,street_music
184,street_music
185,street_music
186,street_music
187,street_music
188,street_music
189,street_music
190,gun_shot
191,gun_shot
192,gun_shot
193,gun_shot
194,gun_shot
195,gun_shot
196,drilling
197,gun_shot
198,street_music
199,street_music
200,street_music
201,street_music
202,street_music
203,street_music
204,street_music
205,street_music
206,street_music
207,street_music
208,street_music
209,street_music
210,street_music
211,street_music
212,street_music
213,street_music
214,street_music
215,street_music
216,dog_bark
217,dog_bark
218,dog_bark
219,dog_bark
220,street_music
221,street_music
222,street_music
223,street_music
224,street_music
225,street_music
226,car_horn
