0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
0.13934629,1.8611468,6.8189316,8.427539,6.361764,1.789322,2.3046024,10.317685,9.498238,3.2201514,0.9232352,1.2556376,1.3029399,0.8414833,0.6533476,0.39322376,0.5581727,0.4450201,0.9693475,0.8673666,0.4665431,0.26463398,0.35435057,0.3133046,0.48097193,0.55330455,0.2811651,0.31611475,0.4456863,0.5286444,0.57506317,0.26497078,0.2210438,0.8437178,0.6155996,0.06628161,0.06531733,0.8713456,0.7606412,0.33327377,0.19551922,0.07123887,0.076872565,0.119467385,0.19500099,0.10846,0.11200363,0.045431554,0.067595996,0.062399175,0.024656009,0.024497906,0.1052688,0.14943658,0.108362526,0.17047739,0.05875569,0.03600932,0.059403785,0.105841264,0.086038485,0.034010902,0.033244636,0.2841747,0.24672222,0.027355568,0.030110745,0.040226188,0.09334167,0.041671503,0.053545814,0.03185774,0.03455239,0.01842551,0.019464124,0.02372219,0.009363706,0.0020832699,0.0034210777,0.00521447,0.0026116495,0.0030302857,0.001827814,0.0050371336,0.0030953132,0.003909141,0.0021865163,0.0024233481,0.0009475803,0.0021979746,0.0033574111,0.0012133638,0.0012811454,0.0028268544,0.0023455864,0.0012098034,0.0023488596,0.001115209,0.0010514568,0.0019098958,0.0023827662,0.0022221864,0.0010467538,0.0005274062,0.00053429574,0.002100847,0.0010171011,0.0011717632,0.000584489,0.0008543976,0.0006695655,0.0004215082,0.00053455785,0.0006079552,0.00029628957,0.00032075684,0.0005850411,0.00032276707,0.0003214509,0.0009188893,0.0002736792,0.00033948885,0.0004054342,0.00040893932,0.0005257932,0.00039810062,0.00026618733,2.075334e-05
0.12247752,2.0000417,5.8559647,10.069069,6.146415,2.6184065,3.6071043,8.891798,7.7570276,3.1574097,0.86908066,1.2315128,1.3012794,0.55317104,0.6410928,0.34296343,0.43262306,0.41879827,0.78156656,0.6255883,0.35167044,0.2299122,0.31420696,0.32059196,0.43105832,0.4510281,0.23228449,0.32729256,0.53223777,0.5720523,0.5221679,0.24824364,0.2538958,0.34577683,0.19251965,0.083053194,0.08821817,0.80588454,0.60053766,0.28236386,0.16857639,0.09546422,0.07961034,0.13441592,0.18543653,0.12996586,0.09597075,0.05207038,0.07498511,0.06453142,0.023128854,0.023876954,0.05909319,0.09423558,0.085979685,0.12984988,0.054595836,0.042613305,0.07287131,0.09580267,0.09573457,0.045191374,0.062708795,0.18575332,0.13596235,0.026066035,0.024409719,0.031287123,0.04817895,0.02844541,0.038718306,0.019356102,0.023666305,0.019426627,0.03096296,0.026863081,0.010149212,0.0032539195,0.0043733176,0.004172911,0.0017806198,0.0019929777,0.0012376606,0.0017302338,0.0019320486,0.0033009101,0.0023138686,0.0039436137,0.0015117994,0.002145098,0.002303343,0.0012346378,0.000981421,0.0028796834,0.0015891152,0.0010150205,0.0018393038,0.00091066596,0.00051484245,0.0016649419,0.001750583,0.0011785199,0.00097064284,0.00044841712,0.00044086322,0.001988343,0.0010548374,0.0012035859,0.0006347956,0.0007035968,0.00060552766,0.00047488097,0.00052072253,0.00047087757,0.00031229708,0.00031290075,0.0005352809,0.00043357504,0.00031002995,0.00082598004,0.00022932448,0.00022439673,0.00027450552,0.00027684856,0.00035259558,0.00031214085,0.00021624555,1.6942386e-05
0.13934405,2.3233306,6.761873,7.090703,6.0113173,2.1324453,2.906895,8.793839,6.746968,2.5674288,0.6551494,1.1472572,1.0884286,0.570645,0.95860124,0.51921946,0.5089962,0.36671954,0.8790929,0.9284876,0.7191365,0.74260753,0.40766063,0.22206548,0.18282188,0.15065877,0.11936541,0.21328638,0.3171171,0.34548074,0.31079587,0.12606724,0.16263558,0.30974042,0.15422246,0.07681101,0.086256824,0.8880797,0.93586946,0.65853703,0.39101738,0.14259459,0.091625735,0.10213671,0.17299582,0.10727317,0.06904299,0.034710128,0.06497833,0.05528742,0.019295165,0.019708697,0.0639877,0.18370786,0.10618702,0.4812066,0.06961349,0.032753404,0.043374818,0.14601508,0.07613433,0.030535566,0.046722572,0.16195211,0.13980497,0.06087518,0.05676447,0.043645304,0.060340177,0.019318236,0.039230898,0.02349492,0.057649173,0.020659853,0.09020853,0.036441207,0.0057471865,0.0023585376,0.003437015,0.0051534595,0.0046037165,0.004575604,0.0014845148,0.0019219298,0.0022837734,0.005558308,0.0023705636,0.0052888915,0.001291125,0.0026451196,0.0042251833,0.0015281115,0.0014775854,0.0010536195,0.0030194535,0.0014235263,0.015364322,0.015821278,0.0032259289,0.0014241538,0.002930762,0.01804497,0.042294763,0.0010077949,0.002181166,0.0012139971,0.00092194974,0.0015096451,0.0012829405,0.0008605209,0.0009435416,0.0013170445,0.00074919173,0.00090839976,0.00084769406,0.00033993644,0.00075073034,0.00040124223,0.00039330494,0.00034104844,0.00034133665,0.0002520104,0.00036521428,0.0009021328,0.00082281086,0.00031963608,0.0002257946,4.8190494e-05
0.14396621,1.5740258,6.0775337,7.215447,6.7146363,1.5897653,3.643373,12.887425,8.660738,3.6888103,0.95043486,1.0752169,1.2705274,0.8852411,1.4408785,0.71123546,1.2963277,0.842654,1.1314477,0.9883362,0.70881504,0.7845963,0.4031088,0.17871103,0.14441065,0.17220987,0.12973504,0.15723045,0.2715646,0.4147563,0.44290915,0.1340098,0.15479133,0.34766155,0.21695127,0.093057625,0.08384285,0.63852227,0.80718184,0.5010446,0.29445127,0.16647324,0.30916202,0.11605567,0.2504129,0.093761325,0.041140128,0.04755127,0.17329867,0.12970202,0.041140784,0.02870261,0.059688054,0.18323874,0.10871041,0.5288898,0.062191203,0.04675486,0.029218392,0.16022646,0.08092449,0.029880717,0.015537337,0.09304671,0.120968394,0.053650845,0.05265822,0.04447651,0.04916876,0.014250529,0.031405054,0.025466286,0.0590481,0.018021505,0.07618517,0.030849542,0.005894814,0.0031813153,0.0029334642,0.0058679255,0.005410213,0.0066441353,0.0013939559,0.0030705484,0.0027273248,0.0052262694,0.0020053808,0.0030328545,0.0008124596,0.0021711285,0.0037624512,0.0013651102,0.0014044454,0.0009920814,0.003176071,0.0014467081,0.015221432,0.015761992,0.0032309745,0.001318961,0.0023528135,0.017806612,0.04207759,0.0009581727,0.0021129698,0.0010260163,0.0011116466,0.0016201332,0.0012798695,0.0008372268,0.0008420071,0.0011843567,0.00061200396,0.0007853186,0.00074483315,0.00034558403,0.0006852302,0.00035007994,0.00033628417,0.00024050793,0.00036351796,0.0003496063,0.00037679463,0.0009142139,0.0008459579,0.00033585873,0.00020950915,4.8420214e-05
0.23923974,2.4318287,4.1128125,6.867615,6.4560146,1.1722246,2.0831962,5.304365,3.627203,1.1899925,0.7196285,1.3209783,0.83354485,2.137122,2.262809,0.8942636,1.2953979,0.69447726,0.42222568,0.8256723,0.55605716,0.40790105,0.27368182,0.36571628,0.29739067,0.2808765,0.25282258,0.35665172,0.46663857,0.29610655,0.37624136,0.26175037,0.1619447,0.26604137,0.15266824,0.137435,0.07752403,0.21127847,0.14893423,0.0826835,0.058606874,0.08223959,0.21064599,0.06668874,0.07771088,0.05740731,0.08403204,0.06577855,0.08564415,0.048954915,0.022309205,0.020412438,0.08530872,0.1417944,0.068309374,0.12018521,0.08546841,0.03362379,0.021800226,0.035288304,0.038584404,0.07552203,0.055744436,0.08126107,0.051123228,0.023457235,0.014195454,0.027765067,0.063824005,0.029410949,0.03555811,0.039448947,0.046408925,0.027313309,0.018387273,0.010200969,0.004227101,0.0030347663,0.0019676322,0.0025298635,0.0036635255,0.0023276142,0.0008155194,0.0015252515,0.0016857124,0.001514066,0.0016184176,0.002447555,0.0017105162,0.001233177,0.0014555486,0.001559663,0.0010235165,0.0013138907,0.0013524864,0.0009796873,0.0009740256,0.0023996287,0.0012976506,0.00061903097,0.00074075384,0.00074921607,0.0013561316,0.00096610707,0.0006334703,0.00077904423,0.0005409551,0.00057848735,0.0005299396,0.00039230252,0.0005192742,0.0003130873,0.00027896368,0.00023461843,0.00023319254,0.0001723656,0.00025768505,0.00025511123,0.0002250632,0.000197181,0.00017723652,0.00020296584,0.0001937601,0.00035391585,0.00028125287,0.00019294002,0.000106932064,1.2539891e-05
0.24002816,2.3070188,4.1112056,8.697925,4.0515924,1.0615541,2.028362,5.159384,3.7720203,1.58485,0.90564483,1.8993491,0.9520479,0.98399115,0.7348063,0.4177634,0.55260104,0.39851874,1.4560494,1.2613534,0.52647346,0.30749422,0.24450237,0.33910796,0.32882935,0.33912137,0.31291676,0.42444465,1.327687,0.71621245,0.57372934,0.2979921,0.14316908,0.094791956,0.11757527,0.109485164,0.08324071,0.19690742,0.22433467,0.07786667,0.062442306,0.064562716,0.098579794,0.052647177,0.053017776,0.0454552,0.09636621,0.06308063,0.099666044,0.10800449,0.03503667,0.023396045,0.087943606,0.14537022,0.05820565,0.1515904,0.044173982,0.025786774,0.030840896,0.035847493,0.03563474,0.08534742,0.06499728,0.056712575,0.04309145,0.020048387,0.015772246,0.02417666,0.27105385,0.13987832,0.043157134,0.04261244,0.066879615,0.029944243,0.018425595,0.01136916,0.004022779,0.002746583,0.0019868754,0.008207628,0.00441231,0.004651608,0.00094745547,0.0014540462,0.0016386246,0.0017496997,0.0014231639,0.0048329295,0.0051368847,0.0021187381,0.002507232,0.00092487776,0.00088194356,0.0014256961,0.0023237902,0.0015639575,0.002310669,0.0017940825,0.0013068947,0.000675896,0.0014845782,0.0012719346,0.0020150486,0.00088228245,0.0007574368,0.0016491064,0.00090424065,0.00090578076,0.00061353674,0.0007656055,0.0013143653,0.0005966199,0.00046418444,0.0004446109,0.00031969073,0.00018701948,0.00028867376,0.00034722048,0.0002680981,0.00021070075,0.00019013412,0.00015655825,0.00025010583,0.00045647545,0.000328377,0.00022642991,0.000111834546,1.2496183e-05
0.007048824,0.043280825,0.14036669,0.14826684,0.28231028,1.2375559,1.3388436,0.43643704,0.64981,0.5440877,0.44835287,0.35881758,0.23207128,0.20492968,0.15969251,0.0809465,0.06385608,0.06947207,0.08743492,0.100097194,0.12971672,0.13259761,0.14585151,0.11917571,0.145153,0.17896648,0.18262032,0.48815438,1.1751229,2.2619612,3.6370568,4.3217726,4.2976484,3.9624538,3.3452914,2.7464921,2.156422,2.3734508,2.0533648,1.9266746,1.5492841,1.3995774,0.9564703,0.8998496,0.83536506,0.9019978,0.76650065,0.82417995,1.0765183,1.2272812,1.3331952,1.3007412,0.39742133,0.052801166,0.032020267,0.027300473,0.024200188,0.024602305,0.021869225,0.020101417,0.021619782,0.019640163,0.017010154,0.016994653,0.017900638,0.017144864,0.014434194,0.015858198,0.02113006,0.037001796,0.047844358,0.06412562,0.0451847,0.029045563,0.034781814,0.047500566,0.066843614,0.07854358,0.020437999,0.0062855794,0.007866478,0.01015323,0.0068843253,0.004730955,0.0037587343,0.0035036905,0.0029564255,0.0031606962,0.0052189515,0.005175702,0.008150274,0.0066980687,0.0050409324,0.0031263162,0.0020477066,0.0025931506,0.0014133558,0.0010623732,0.0011308659,0.0008686706,0.000800835,0.00083916326,0.001003945,0.0009163679,0.00072702783,0.0007076807,0.0005742457,0.0006461676,0.0005743249,0.00045405587,0.0003990767,0.00041962386,0.00032851586,0.0002672273,0.00028190773,0.00022115218,0.00022749572,0.00021395578,0.00017109647,0.00018074915,0.00015917435,0.00012740243,0.00013872028,0.00013983702,0.0001206888,0.00010666563,4.5111068e-05,6.2314566e-06
0.047925293,0.30320892,0.40476376,0.42792618,0.39651537,0.4697263,0.7330975,0.70696044,1.0543053,1.3377125,1.685447,1.2078403,0.52676886,0.773668,2.289429,1.2241662,1.3428072,0.90173656,0.33963245,0.343356,0.3366074,0.29778275,0.48514536,0.4580595,0.32624945,0.30457744,0.25642982,0.23974922,0.22975333,0.33458155,2.7219255,4.444146,4.3087425,3.6081846,3.3808978,3.0208485,2.0042083,2.206926,2.0760858,2.105122,1.485644,1.4311405,0.92150295,0.9406042,0.8958253,0.8706737,0.8865375,0.83885926,0.94579494,1.1042138,1.6068158,1.890239,1.1774085,0.22056581,0.05938538,0.06611939,0.061814588,0.038168967,0.030199718,0.028301245,0.029810866,0.039241415,0.03249506,0.03674709,0.03318758,0.030922389,0.025912378,0.03008557,0.03355334,0.05245226,0.05828057,0.06720703,0.040331367,0.024685338,0.025892472,0.02680385,0.030336319,0.02810277,0.014715611,0.008331917,0.008588776,0.010033994,0.009625289,0.0059451573,0.0041254475,0.0034917,0.0030737775,0.002889036,0.0034754628,0.0038897027,0.004562515,0.004068516,0.0037291925,0.0030071915,0.0030774444,0.0037674352,0.0025070773,0.0022674033,0.002270111,0.001984105,0.002465921,0.003747016,0.003920486,0.0033694734,0.0030115047,0.0024149728,0.0040496555,0.0024063417,0.00221908,0.0022431083,0.0010838056,0.0008269208,0.000663715,0.0006222601,0.0009237364,0.00064167276,0.0004913198,0.00029695767,0.00020198915,0.00021252899,0.00018375527,0.00016219681,0.00018458182,0.00014711593,0.00024608916,0.00017438609,0.00010282203,1.120458e-05
0.08865637,0.35509494,0.4222599,0.43153223,0.37212336,0.45426437,0.68090695,0.68602455,1.0242935,1.3351547,1.671697,1.2357583,0.5419536,0.77466065,2.2879813,1.2192861,1.3442022,0.8963279,0.33663568,0.34161782,0.35051292,0.28159395,0.4508379,0.4523833,0.31869298,0.30078068,0.25864905,0.25578922,0.2225799,0.22471802,0.83920485,1.5403737,2.1201155,1.5947063,1.9582701,2.3560536,1.6158811,1.7022116,1.6686931,1.4041717,1.080807,1.1372541,0.72409475,0.70343685,0.65554786,0.74530816,0.8022969,0.7661434,0.7916254,0.8654785,1.2387062,1.4170947,1.1563952,0.2431592,0.054969583,0.06260212,0.059522353,0.033751216,0.026679894,0.02553271,0.02412394,0.03517076,0.030045787,0.03354726,0.027788857,0.02571951,0.023094153,0.026383763,0.028839922,0.036826987,0.03720625,0.031782273,0.019924134,0.0149001535,0.015387437,0.018776638,0.018568752,0.015382916,0.010815612,0.005895251,0.0053722495,0.005700742,0.0068688532,0.0046010423,0.0029783517,0.0022701304,0.0020352853,0.0019387396,0.0023298068,0.0029467323,0.0034353477,0.0030883912,0.003275769,0.0024291305,0.002436777,0.0023492367,0.0021997634,0.0022643453,0.0020985398,0.0019126383,0.0024879018,0.0037604475,0.0038842603,0.0034480998,0.0030443138,0.0024153534,0.004120081,0.0024943394,0.0028577456,0.003381378,0.0013270966,0.00086793664,0.00081969023,0.00071686745,0.0010397559,0.0006795392,0.00066237623,0.0004066707,0.00025420895,0.00026757797,0.00019630759,0.00016705428,0.00018449716,0.00014446663,0.00031812777,0.00035866402,0.00013661469,1.1473996e-05
0.13407825,0.2016351,0.18326423,0.15832573,0.19319162,0.2877783,0.28705513,0.29654482,0.26643983,0.40960887,0.33468354,0.3296556,0.19030064,0.10355805,0.0855745,0.05797765,0.055557963,0.054411586,0.06188856,0.05855966,0.080555625,0.08785588,0.098293394,0.09838162,0.11813747,0.12563324,0.11520512,0.12997217,0.103220336,0.10591097,0.16103658,0.43656763,0.90007883,0.79394364,1.0151371,1.463016,1.044507,1.0750273,0.8911274,0.7721304,0.6717193,0.75654256,0.578494,0.5561507,0.49992812,0.66629696,0.70161414,0.60568184,0.74997175,0.7050424,0.6144739,0.7481467,0.64881295,0.28867579,0.02807607,0.022882676,0.020005133,0.021472534,0.017714392,0.016919045,0.015031622,0.01642369,0.015303204,0.013604914,0.012313912,0.011206188,0.011566293,0.010372961,0.011741032,0.013253296,0.015583725,0.015595721,0.013894673,0.013295064,0.008649597,0.011213642,0.011161667,0.008799411,0.007249834,0.004300685,0.0037130096,0.0040277066,0.0030092713,0.0028208632,0.002529122,0.0020302837,0.0017140042,0.0017387882,0.0018542703,0.0019837243,0.0020462477,0.001849282,0.0016008683,0.0016142274,0.0017481227,0.0014983295,0.0013801237,0.0013150194,0.001284004,0.0010981074,0.0012158182,0.0011118844,0.0012143936,0.0013385627,0.0012146604,0.0012177869,0.0010910791,0.0011200885,0.0015466654,0.0019529045,0.0010190501,0.0008044888,0.00078023685,0.000564391,0.00057735696,0.00042850213,0.0005317026,0.0004353956,0.0003424616,0.0004443425,0.00028063034,0.00024153184,0.00023046037,0.00021204335,0.00032532294,0.00040865265,0.00013891187,9.507886e-06
