,0
0,dog_bark
1,dog_bark
2,dog_bark
3,dog_bark
4,dog_bark
5,engine_idling
6,engine_idling
7,siren
8,siren
9,siren
10,siren
11,siren
12,siren
13,siren
14,siren
15,siren
16,siren
17,siren
18,siren
19,siren
20,siren
21,siren
22,siren
23,drilling
24,drilling
25,drilling
26,drilling
27,drilling
28,drilling
29,drilling
30,drilling
31,drilling
32,drilling
33,drilling
34,drilling
35,engine_idling
36,engine_idling
37,engine_idling
38,engine_idling
39,engine_idling
40,engine_idling
41,engine_idling
42,engine_idling
43,engine_idling
44,engine_idling
45,engine_idling
46,engine_idling
47,engine_idling
48,engine_idling
49,engine_idling
50,engine_idling
51,engine_idling
52,engine_idling
53,engine_idling
54,engine_idling
55,engine_idling
56,dog_bark
57,dog_bark
58,dog_bark
59,dog_bark
60,children_playing
61,children_playing
62,children_playing
63,children_playing
64,children_playing
65,children_playing
66,children_playing
67,dog_bark
68,dog_bark
69,dog_bark
70,dog_bark
71,engine_idling
72,engine_idling
73,engine_idling
74,engine_idling
75,engine_idling
76,engine_idling
77,engine_idling
78,engine_idling
79,dog_bark
80,dog_bark
81,dog_bark
82,drilling
83,dog_bark
84,siren
85,siren
86,siren
87,siren
88,siren
89,siren
90,siren
91,siren
92,siren
93,siren
94,siren
95,siren
96,siren
97,siren
98,siren
99,siren
100,siren
101,siren
102,siren
103,siren
104,siren
105,siren
106,siren
107,siren
108,siren
109,siren
110,siren
111,siren
112,siren
113,siren
114,air_conditioner
115,car_horn
116,car_horn
117,car_horn
118,car_horn
119,car_horn
120,car_horn
121,car_horn
122,street_music
123,street_music
124,street_music
125,street_music
126,street_music
127,street_music
128,engine_idling
129,engine_idling
130,engine_idling
131,engine_idling
132,car_horn
133,gun_shot
134,gun_shot
135,gun_shot
136,gun_shot
137,air_conditioner
138,air_conditioner
139,air_conditioner
140,air_conditioner
141,air_conditioner
142,air_conditioner
143,air_conditioner
144,air_conditioner
145,air_conditioner
146,air_conditioner
147,air_conditioner
148,air_conditioner
149,air_conditioner
150,air_conditioner
151,air_conditioner
152,air_conditioner
153,air_conditioner
154,air_conditioner
155,air_conditioner
156,air_conditioner
157,air_conditioner
158,air_conditioner
159,air_conditioner
160,air_conditioner
161,air_conditioner
162,dog_bark
163,dog_bark
164,dog_bark
165,street_music
166,street_music
167,street_music
168,air_conditioner
169,air_conditioner
170,air_conditioner
171,air_conditioner
172,air_conditioner
173,air_conditioner
174,air_conditioner
175,air_conditioner
176,air_conditioner
177,air_conditioner
178,air_conditioner
179,air_conditioner
180,air_conditioner
181,air_conditioner
182,air_conditioner
183,air_conditioner
184,air_conditioner
185,air_conditioner
186,air_conditioner
187,air_conditioner
188,air_conditioner
189,air_conditioner
190,air_conditioner
191,air_conditioner
192,gun_shot
193,street_music
194,street_music
195,street_music
196,street_music
197,street_music
198,street_music
199,street_music
200,street_music
201,street_music
202,street_music
203,street_music
204,street_music
205,engine_idling
206,engine_idling
207,engine_idling
208,engine_idling
209,engine_idling
210,engine_idling
211,engine_idling
212,engine_idling
213,engine_idling
214,engine_idling
215,engine_idling
216,engine_idling
217,engine_idling
218,engine_idling
219,car_horn
220,car_horn
221,car_horn
222,children_playing
223,children_playing
224,children_playing
225,children_playing
226,children_playing
227,children_playing
228,children_playing
229,children_playing
230,car_horn
231,jackhammer
232,jackhammer
233,jackhammer
234,jackhammer
235,jackhammer
236,jackhammer
237,jackhammer
238,jackhammer
239,jackhammer
240,jackhammer
241,jackhammer
242,jackhammer
243,children_playing
244,children_playing
245,children_playing
246,children_playing
247,children_playing
248,children_playing
249,children_playing
250,children_playing
251,dog_bark
252,dog_bark
253,dog_bark
254,gun_shot
255,siren
256,siren
257,siren
258,siren
259,siren
260,siren
261,siren
262,siren
263,siren
264,siren
265,siren
266,siren
267,siren
268,siren
269,siren
270,siren
271,siren
272,siren
273,siren
274,siren
275,siren
276,siren
277,siren
278,siren
279,siren
280,siren
281,siren
282,siren
283,siren
284,siren
285,siren
286,siren
287,children_playing
288,children_playing
289,children_playing
290,children_playing
291,children_playing
292,children_playing
293,children_playing
294,children_playing
295,dog_bark
296,dog_bark
297,dog_bark
298,dog_bark
299,dog_bark
300,car_horn
301,car_horn
302,car_horn
303,gun_shot
304,drilling
305,jackhammer
306,jackhammer
307,dog_bark
308,dog_bark
309,dog_bark
310,street_music
311,street_music
312,street_music
313,street_music
314,street_music
315,street_music
316,jackhammer
317,jackhammer
318,jackhammer
319,jackhammer
320,jackhammer
321,jackhammer
322,jackhammer
323,jackhammer
324,jackhammer
325,jackhammer
326,jackhammer
327,jackhammer
328,jackhammer
329,jackhammer
330,jackhammer
331,jackhammer
332,jackhammer
333,jackhammer
334,jackhammer
335,jackhammer
336,jackhammer
337,jackhammer
338,jackhammer
339,jackhammer
340,jackhammer
341,jackhammer
342,children_playing
343,children_playing
344,children_playing
345,children_playing
346,children_playing
