0,1,2,3,4,5,6
11.370355659251237,10.27869757211481,16.772016744929267,14.53899113216048,15.650703353139125,18.429437367961288,44.58512804429763
14.330563485702704,15.176835297880517,14.831398770078248,14.143233327735693,17.625197142903282,20.853962364858344,51.501596060657306
14.306206573446392,16.77161044169217,15.284702969427945,13.950104300755056,17.180986200387377,20.793555870089808,48.809261218822364
16.324308566926817,16.94716096981613,15.0280802890034,14.005015286591115,17.080316208906122,20.455291741999357,49.69737530490198
16.282292275016125,16.555620777048397,15.2274252132895,13.945194351537321,16.93247733652887,20.699839215483852,50.08285142952031
14.89406262325857,15.435475294513582,16.048545875127854,13.918717702796906,17.90322720829546,20.799967065475162,50.74343469797746
15.664460030435738,16.261516301320874,15.829235857454872,16.34104177455525,17.789656924596986,18.595606547200365,28.807413877212912
14.61125959325558,16.746669475319145,16.508460155429972,15.12046174878414,17.738721619827036,20.41380310061982,50.46598502861586
13.574506021895493,16.6050871408361,16.31071109423349,14.93457049509941,17.385162562839646,20.85858781096894,50.70468180687582
10.786010271418442,10.568285753961918,14.636328634880748,14.709959341258083,17.894748370139812,20.004618062922017,51.80789398596042
11.56217471451885,11.355304678291018,14.839122232545826,14.570714607463819,17.577835142907578,19.640211229965114,51.52805660373973
14.18104872706429,14.697892276070183,16.712295524684325,14.131288860416364,17.26459286042725,22.005180258305323,52.457954157506165
17.321825096457296,13.683120316411214,16.266284286367434,13.933466686823449,17.763281527467203,23.44285623873092,53.74591522492325
18.322802092807244,12.983174825882925,15.332358724616977,13.98327792805376,17.713711304572588,23.940263958261806,55.179076617080305
19.03772175629982,12.406505830585376,14.983870973852358,13.827913099477115,17.356243561587977,23.821696995679588,55.944131881932066
20.30991068583466,12.652488257273102,15.408785414379148,13.88683373909796,18.190423450919024,23.659429746779455,54.94046890539524
17.91512208729718,13.276661293921626,15.253057195590067,14.202021691650021,18.10333206632772,22.527587819741953,52.92677098373048
14.454446085167321,12.676283904379147,15.393642562918313,14.858333920295669,17.32601512795644,20.587829484101565,52.534171134853615
11.818978946592093,11.195817469814875,14.995062120981949,14.603095581464345,17.308320644102547,20.02115657453745,52.687021118786795
15.334196348941955,13.122996824595154,15.037616154936067,15.165547472539995,16.278206942611092,17.99927034635777,38.540501798731334
14.637947736361443,13.999227354741121,15.039387455108725,14.05772923772673,14.88972627062292,16.945381496986347,27.81872347763521
12.633761410162924,12.951069605309504,15.982072947116984,14.2433159242152,17.34149612467063,21.102952474941894,51.983872856109755
29.27564677592096,19.27459008810445,20.624136061781716,17.729236567392384,16.051130795962198,17.727431863280437,47.86240881296588
28.663933509157953,21.150854574902667,21.641744000755175,17.987504975086043,15.983735008886963,17.028431319939305,47.05451249615532
20.95769243338393,13.034444772080251,11.572861223358869,12.557852185812754,13.679993381538635,15.2859680226531,44.81016035950866
20.7768632631809,13.470758206136173,11.773021755123983,12.532277182913555,13.540135239510263,15.08431286696774,44.64141318789955
20.899790552840805,13.611461174030579,12.016383025965922,12.257456314083525,13.699743748597768,15.26431504110476,44.19175285688028
21.08326352601305,13.751073054882225,12.118663487695324,12.222050001363511,14.235661644986887,15.27402070911483,43.80163613905995
20.707753173974996,13.566950875854216,11.809439785844337,12.448478233455743,13.86621463323476,15.15980995104588,44.15921086203161
20.559896040388793,13.204838776004728,11.26947253829839,12.126235370851816,13.839124963991518,14.99508370863636,44.05875286570628
21.53434702072529,13.107497667476101,11.774416874649829,12.389647756085305,13.763081910580695,15.160885113181509,43.9166902555125
21.200579797715186,13.411738544336727,12.048777444537455,12.56985330246891,13.921278409418273,15.327272038279666,44.731254846501784
13.734769494769889,10.205965412588407,11.177557026271272,10.881766611318367,11.402212444340165,12.00008213764411,23.828467991765095
21.54858806592891,15.85049016095613,16.622422392140273,14.414285661182207,14.565118331180663,14.816579384155501,44.50350990975215
22.168139937768252,16.412908548611583,15.764299265723858,14.432155590246358,15.265293228837656,15.049858455361813,44.357019022641516
22.826215969181114,16.36188979714273,16.039440201471262,14.340686588488802,15.114344912036042,15.01690456295852,44.35700269469094
16.926790589171098,14.19672260296826,15.825281449385908,15.42232391804904,15.50833834108362,17.870160253893197,40.57825389789465
17.273689476505727,11.344732234332689,15.471780351538733,14.542946245142925,18.190386991570694,15.40386640651096,45.31055025789325
16.383587713231634,11.17407322359966,14.776110596863994,14.144752877692122,18.85822290484406,15.633634379653873,45.8657125955644
16.369915606634454,11.070667644218963,14.40203542579083,13.790800712476738,17.223472997826345,14.915770544018452,45.421428769457954
16.43620845959606,10.796305407260839,15.277562385272077,14.180646920327938,17.04596706448796,15.649575916769114,44.76520563861426
13.102771934215436,12.278438606203778,15.867895814345616,18.628248430492167,24.743571282350196,16.553425178234995,43.05633599261818
12.91505949796296,10.841483345260993,15.501883835547863,17.417388385811375,20.76054375781944,15.635294797144457,43.040417272027454
13.706770481262565,11.19206011819871,14.552843917301448,17.888930811131782,23.32996497605364,15.053763113133419,42.88845634674865
13.762166416853646,11.48486071649293,16.908032398275566,19.328755020873057,23.3487534741575,15.914239729299048,43.051504460210346
14.292281481334316,11.822848062553783,15.70020250117401,14.682223493354147,15.37273777923023,17.23406499185477,45.166142490640475
14.769888945351479,10.88831686773462,13.593281112581586,13.190351864798364,14.512721051711871,15.959166078311204,46.29003374442604
13.729239839888368,11.25294048111323,13.62232522905407,13.188633263523709,16.430531982128116,16.099455826604828,45.494506767499026
14.524591676796991,11.259439218242377,15.273848719100585,15.223654475761315,16.141413071380914,16.963557098343795,45.64354040493855
18.625760578446027,18.798692639142914,19.65965827087257,19.765875413622943,19.674814281609656,19.3615045279286,20.67611812524154
12.236735039747481,12.373570672874717,12.246303523660004,12.630361357498932,12.890737518649969,12.815794612408801,15.511703826396456
13.2000341363884,13.179098179224281,13.029382917438157,13.482545931449787,13.747640516920816,13.640847835915075,15.230966344239638
13.970303093383269,13.273000848491973,13.412336580336301,14.215120808012074,14.320213893486448,13.852873734530213,20.216118526394432
19.421213380579587,11.047770866916817,12.524571431337916,13.804991942834574,15.156315764457856,21.186870107603898,50.54658259586643
19.39787642272997,10.918482666048268,13.165731075619615,13.571829268824743,15.593448163664664,20.97289763325671,50.8676870079943
13.809913180231062,13.982122649970938,17.65861733783886,17.250735173777105,18.09069378726081,20.18703411749748,45.72493412531107
13.971341605286566,13.326499537053126,16.071245734507563,15.162179063765349,16.184810474480486,18.0012188358095,43.68086592747576
13.85931946713368,11.841433656005952,16.636154389014322,18.214344768220737,20.395794307867554,19.96205200172413,46.56814130577607
11.956321009044476,12.506867424617507,16.845254174046158,16.379717805531826,17.450442013434664,17.895932833641844,45.09309366403415
13.328957037965566,12.58630102139048,18.196687604548195,16.922842047049247,17.54690396965254,18.59835606138661,44.117822970545454
12.632573586307528,13.116080189981467,17.242789050934235,17.48924216636114,16.47952561279578,17.888940596097424,44.898605441776276
15.54885612935162,12.559833749996539,17.508401139422368,15.794788182357873,15.717699043975147,15.827718185383159,44.248162569880506
14.457893873622933,12.642590675990586,18.76220428883951,16.478489882155046,16.36168291809696,18.1804121370734,44.94414885722022
12.803774246695692,15.09299946588083,17.117166849383647,19.66122504017219,20.118989639443168,16.805747842957917,47.275499019250034
12.037743017337625,14.135052670598132,15.95989135503809,18.59064325198201,20.103259974300073,18.205806641967456,49.36664325140112
12.801088141454345,15.711682831195493,17.267673564549145,18.988695442796576,19.10298306559122,16.187537994163335,47.44076965329321
14.34102015052194,13.980159282974823,14.100962248577078,14.098950237880935,14.562249346134069,13.998036361294826,19.268854214223712
17.157397585379613,16.273473842864668,16.739508768133454,16.685045801850634,17.444753063615217,16.227725758473646,24.373068969898583
15.128308359483647,15.921693567647933,16.7694160693922,16.240850629179935,16.808544722636274,15.247227670410627,23.60607333680142
14.29352848648929,14.535547608752918,21.15580147710477,18.151552821994333,24.74743415220306,16.144418254691942,44.835241797605306
19.770807922323208,17.545923089154527,18.190937195827715,18.8083787836814,18.797823233362163,18.361128931683755,22.756493617036615
28.799761011366247,27.74479955538751,28.940101443774463,29.670248539859205,28.48710587502768,28.401680515446323,32.02623537122996
21.813292013838502,20.674853087698025,21.282573912570715,22.13107269771362,21.704574444669515,21.111537075813214,24.66681800709622
17.162779981824436,12.340280260084295,15.14445699447853,14.390309884381601,22.905412611868666,16.980215653768564,44.871294236672746
18.45826494993522,12.110306981808932,14.175681707722264,13.23093216725723,22.87561608718512,17.029144758045,44.112420515937096
17.408412330996615,11.892125331024863,14.621649413682462,13.467931265784324,23.53364194339377,16.872148421259197,44.13736430762793
16.622829376526646,11.296448695981667,14.659552085932503,13.556854611346353,23.12997997820757,17.158016098669744,44.358218708219155
17.23773489902955,12.15542006389783,14.704999753412979,14.158343773076254,23.278910106749244,17.331466635622125,44.20201969596405
17.800552917175057,13.103830739904554,15.28054518666332,13.983063372533032,23.35364881278115,17.270856434233202,44.02381413933048
18.35689114318105,12.709948612542139,15.416164990622736,13.542944826338966,23.77588316381997,17.200299148785774,44.1021327906062
18.489395914457024,12.773779207324912,15.471585308894031,13.194493232095075,23.624469531276286,17.465448687701745,44.24761692505659
16.88472682388832,12.415502591940339,15.2712048959771,13.186503723798847,23.118225113970162,17.618997726793378,44.078415176827
16.202554100972183,12.030473176168423,15.066396092872889,14.120858733800176,23.073361267692704,17.48216274995608,43.92025346639734
16.774663670825714,12.109601644148825,15.094857681787262,13.86654577341962,23.731758885432306,17.535346967204948,43.74248501125531
17.210934295517657,12.334385375454948,15.243919798096645,12.812655953601089,24.112894027231217,17.31443378890676,43.87916939165305
15.091494345185474,11.157061063221875,15.406781886777205,12.827771299941828,23.97124054389151,17.036243045112965,44.13997336628186
14.535823103932758,11.2001406076481,15.61999813944939,12.809585773703299,24.141067375630797,16.884431991921353,44.2682437144016
16.066265399425426,11.535761882183838,15.44344513159871,12.983446901745575,24.329004478166393,16.826053000032438,44.269603792685
17.187067771838006,12.678113749759188,15.626052213711489,13.421414863771197,24.077622011542147,17.116511439371088,44.26381542087405
17.81229111022139,13.922767836355936,15.437773517041517,13.351081548068787,23.87803175743177,17.126264247307816,44.281305699360736
17.59484958422898,13.692763440334636,15.79038955975061,13.07795967636414,24.08871940634927,17.189586559325576,44.03974700362039
16.941680042247807,12.289012137523054,15.338136985322144,13.673925772256903,23.218400408368534,16.451736976429213,44.23346274391454
17.27517181416532,11.989594119196305,14.66214411124212,13.82785265616204,22.801393938336755,16.31077675262459,44.15105686308938
18.989498844978936,12.050992770350785,15.088887852576496,13.90091375201861,22.60300491473324,16.534120216406503,44.647037004281756
20.19350113988082,12.265236064743322,15.171366654669804,13.403243756344022,22.833901122445585,16.704517596434062,44.91117802950419
19.682573051486393,11.817019749249951,15.161605054353815,13.743119099670682,23.016112260765485,16.897229090758827,44.84230884777475
19.006034360622145,11.944717306998838,14.917971377945175,13.622870449511018,22.810857360050004,17.129078362927324,44.56208620593261
17.263060860143405,10.254792504680816,13.582693924101399,15.442817218269004,18.006423777896657,17.18956639039754,46.364654310309014
18.130511065257647,10.401066823760223,14.116968160194814,16.297630746316276,17.492713856215996,16.185257688869275,46.440198791902155
17.19742424794431,10.081201071225061,13.357887171224524,14.95889991027027,17.64355887439016,16.830608017124852,46.40677258175658
17.094557525205914,12.645847209510837,14.028861821807487,14.882297544476586,18.431574732330994,17.595106804690296,46.71811546686162
17.937160155928648,10.83843440573762,14.093505568871537,15.41965433579842,17.372711304639527,17.28535008852189,46.717183359670344
19.321187671345104,12.950261453183758,14.886107159168521,14.06956503219695,17.074300294789154,18.329679885705648,46.80013939825843
19.215754578532763,13.556578979214033,15.484607487762037,14.34859640943357,17.153907709656796,17.858109342784996,46.65776712859386
18.4996912938499,10.063424468213015,13.494341983554186,17.86107023707232,20.06048765153883,18.522170987077793,47.10377545499101
11.83240599737408,9.357761339611702,10.300987258522483,11.254744342555517,11.38623375174812,11.9766351811406,23.653694073391527
9.866755339937397,7.9917790771853205,8.866642232485903,8.992213744268616,9.968429966970936,10.26904563971342,21.09403932678644
12.745895930868981,10.273717584240565,11.662942968450249,12.274689769062043,13.454978670572233,14.545982835698215,33.94955474165786
12.704975193471785,9.56098681721183,10.737717812773946,11.403361478616722,13.016886847071527,13.888079407414907,31.69843368822448
14.01622860438854,9.351557320218427,10.872535101129099,11.802742436505204,13.489677807056436,14.229415186805417,34.01721309024614
10.125177243851626,9.97551277677767,10.224837852444512,10.259220490622054,10.518624588807988,10.571200054355709,14.455336469989984
13.217078926231851,9.540742329299645,11.23041731971167,11.764469683081614,12.812541968805768,13.599575133402771,33.91131276745104
11.984716597570733,9.525300131753959,10.14064780533913,11.110774118630006,11.502965683505021,11.775140858839446,23.722982932511226
11.979104998895798,9.462173926352081,10.381585043266702,11.265551807063982,11.657542148251562,12.142125761956986,26.312110338721467
12.797390948286276,10.314470042532637,11.002676904001879,12.566969388268129,12.594271390136452,13.403467024562415,31.627653796050502
13.827881017283831,9.802104899091487,11.025507485613137,12.156804137756156,12.819114150647637,13.59879855292619,30.867044512738776
11.768526857398108,9.35934442223991,10.336022169196482,10.453095949088151,12.007290398493032,12.756101937813401,29.154690231623594
11.552522656060477,9.47219360415819,10.27299758783198,10.715011989887712,11.910994008232958,12.572574858879273,27.480951910735254
12.777807328356795,10.233329507092733,11.500476347952485,11.336104710615357,12.559962091764273,13.533507970198466,27.715354481361853
