0,1,2,3,4,5,6,7,8,9,10,11
0.46054333,0.24935707,0.24768148,0.2852462,0.34402803,0.27883407,0.34130478,0.44436395,0.4367227,0.5684406,0.45746493,0.6544932
0.42350248,0.250321,0.27475685,0.32631657,0.37755558,0.2920745,0.37690952,0.5139667,0.47611135,0.5660009,0.5184165,0.6716317
0.48825228,0.29011634,0.28887662,0.31697536,0.33811548,0.26350456,0.34605098,0.4552296,0.44227257,0.5153809,0.4605147,0.7050818
0.47334117,0.30886623,0.2487877,0.24970175,0.33137915,0.272501,0.36934415,0.46906796,0.45294926,0.5226044,0.43065843,0.65394866
0.48762092,0.37547195,0.3068971,0.3543335,0.32892802,0.29623783,0.4784578,0.50931853,0.49262172,0.5567774,0.4585158,0.46491307
0.4444636,0.3628993,0.3028391,0.39156047,0.35596645,0.3109639,0.50996715,0.50896513,0.49768922,0.5514442,0.44469535,0.46984383
0.3659647,0.31912023,0.27140567,0.27834204,0.3042324,0.38103363,0.2830153,0.24637723,0.34954754,0.37741905,0.3600765,0.36689916
0.3726829,0.31691945,0.30610403,0.32034078,0.31738615,0.40504724,0.3041774,0.14916736,0.34001708,0.38498348,0.37687832,0.36122194
0.4157222,0.36341983,0.32496396,0.34525603,0.34297657,0.3854976,0.2892558,0.14580385,0.28582513,0.40470454,0.48510614,0.45550942
0.4004694,0.3901032,0.3876797,0.44551143,0.47180313,0.47429335,0.3334589,0.12523004,0.24564417,0.35975742,0.43379903,0.4087429
0.470314,0.38214454,0.38069326,0.41474384,0.44197994,0.45251104,0.34062988,0.16373624,0.30437538,0.4325126,0.49253926,0.47528994
0.65551084,0.44564617,0.41729996,0.42266992,0.34373927,0.37409946,0.3963648,0.4342812,0.48385507,0.5727881,0.64202094,0.6592873
0.7003521,0.5707784,0.564048,0.6195426,0.51768225,0.5515621,0.6426015,0.6689268,0.6486254,0.6001352,0.5704638,0.64729947
0.5346705,0.4902183,0.38411915,0.2295086,0.21680197,0.2996325,0.33244854,0.40472946,0.49539608,0.5453672,0.5662879,0.64734256
0.5999395,0.5745417,0.60063815,0.4835798,0.48595878,0.50928926,0.57878256,0.6966728,0.65328616,0.76984435,0.81143373,0.6901521
0.65676576,0.72856694,0.60743546,0.5320504,0.55009997,0.599809,0.6749631,0.73484844,0.6370172,0.56993544,0.5613195,0.6614089
0.603588,0.59697217,0.65207034,0.71847886,0.67814493,0.6574234,0.63669306,0.6065465,0.65520895,0.6518942,0.6465589,0.6431857
0.48615313,0.49787056,0.40984648,0.4859224,0.6136518,0.4823263,0.4808094,0.56861275,0.6330469,0.77361405,0.68954307,0.5826472
0.5943582,0.6146999,0.5548368,0.60660315,0.67759544,0.70674354,0.6617943,0.6155042,0.6662686,0.66606385,0.56620234,0.54554844
0.6820305,0.61910254,0.5170439,0.50840247,0.6311297,0.5761879,0.5112682,0.49066457,0.5787583,0.6737997,0.7063554,0.67340904
0.603679,0.64878243,0.61303514,0.5363851,0.56768143,0.53301424,0.53238994,0.68928826,0.70268625,0.71970266,0.7367285,0.62572795
0.6235721,0.5434308,0.53114325,0.49708435,0.63777965,0.5598388,0.5243689,0.56307155,0.6669421,0.64295495,0.72954434,0.77920073
0.50539774,0.51887774,0.45905128,0.5946663,0.81076825,0.63361603,0.6126513,0.6483998,0.6940886,0.6721514,0.6447041,0.52529633
0.62977487,0.58000886,0.5105392,0.5037963,0.68393415,0.58097106,0.4876679,0.6102282,0.76889384,0.76168543,0.70828694,0.668211
0.47959614,0.5083653,0.44222012,0.60233915,0.6195864,0.55305976,0.4884401,0.599989,0.7812195,0.85235155,0.66640455,0.5146953
0.6761381,0.61931384,0.57908136,0.45687258,0.5375968,0.5461964,0.5231198,0.46871826,0.55727875,0.6638376,0.7787241,0.72090447
0.7544013,0.68835443,0.5388129,0.46694514,0.5289616,0.42671147,0.42129242,0.45482498,0.5730121,0.5840545,0.6445473,0.69032705
0.52036107,0.5233833,0.4880705,0.56001896,0.46058398,0.38582453,0.42860714,0.512005,0.7153889,0.7181306,0.55145395,0.5448782
0.6443317,0.66711545,0.6347459,0.5565405,0.6164796,0.5526962,0.49820867,0.5415858,0.66521734,0.7191195,0.73993933,0.6458103
0.65832365,0.7377673,0.77741987,0.5791766,0.5104068,0.5057848,0.52891976,0.59656245,0.76431674,0.6568103,0.5987724,0.67461455
0.6096406,0.64917016,0.6428213,0.6597664,0.72482175,0.6705191,0.5954793,0.58729255,0.62334937,0.6657572,0.6480651,0.59955525
0.636492,0.6076237,0.61644363,0.62508756,0.5507869,0.59269416,0.6289251,0.6413684,0.73013705,0.65171534,0.7435884,0.7631512
0.34384957,0.7018181,0.51171196,0.19864117,0.1888306,0.1925238,0.19029221,0.2170718,0.22822526,0.24440117,0.2902487,0.54619926
0.22496606,0.58814126,0.39475885,0.09762197,0.08865393,0.092841454,0.10918585,0.108234055,0.11551809,0.124176234,0.18605629,0.5616146
0.17046884,0.5171023,0.104683705,0.04002068,0.03375323,0.042661462,0.051181745,0.038538553,0.045258135,0.060569577,0.42765838,0.5733956
0.12690131,0.50536966,0.085323825,0.013535758,0.0116792135,0.010702917,0.011542713,0.011997594,0.013466407,0.02145472,0.34509027,0.5573983
0.12077945,0.53850967,0.090732224,0.008316722,0.006721146,0.0063314736,0.0064836554,0.005423316,0.0061967517,0.012452309,0.31828785,0.5299179
0.11273678,0.564256,0.33774135,0.010665001,0.005062418,0.0041728094,0.0046670395,0.0035350912,0.003429562,0.005209052,0.08898968,0.50024146
0.14366727,0.56850195,0.075547844,0.002078649,0.00555106,0.011198286,0.0072543495,0.017575199,0.0042072,0.0129710315,0.34179887,0.47152656
0.14217845,0.55623037,0.102525406,0.005867129,0.022813795,0.05586717,0.025292628,0.07282184,0.015343359,0.0146446945,0.2731316,0.48775315
0.1704526,0.5474686,0.1295391,0.011945049,0.040344436,0.11299779,0.049158454,0.13199435,0.03348301,0.030074388,0.28387216,0.5122488
0.15980096,0.53836656,0.13455962,0.01350339,0.03063093,0.11028887,0.047710832,0.11422739,0.04183849,0.041067425,0.2845717,0.53896046
0.55082375,0.33109596,0.013652018,0.010058975,0.043386262,0.027569842,0.037308455,0.025938345,0.028605547,0.11967141,0.5091071,0.117221974
0.618156,0.2543172,0.10333766,0.11072377,0.093344904,0.06755728,0.051971354,0.047397736,0.13731416,0.6516205,0.37996712,0.41887346
0.66331387,0.27470952,0.1113378,0.11159222,0.10163628,0.088735424,0.079711184,0.07718793,0.15668237,0.5937216,0.40686992,0.5854754
0.56415856,0.6160963,0.1766127,0.118932545,0.15979138,0.13410532,0.13924012,0.12708242,0.09965425,0.26434565,0.61686444,0.37208128
